order_id,order_date,customer_id,customer_name,region,segment,product,category,sales,profit,quantity,discount
268,2023-09-25,1003,Fatima Zahra,East,Consumer,Laptop,Furniture,2009.1,633.04,14,0.2
269,2023-09-26,1034,Michael Lee,South,Corporate,Mobile,Furniture,3085.1,799.09,6,0.17
270,2023-09-27,1191,Ayesha Noor,West,Home Office,Mobile,Office Supplies,4037.73,105.25,11,0.12
271,2023-09-28,1048,Ayesha Noor,North,Consumer,Mobile,Technology,1533.36,419.96,10,0.24
272,2023-09-29,1016,John Smith,West,Home Office,Desk,Furniture,4812.41,58.68,11,0.28
273,2023-09-30,1171,John Smith,South,Home Office,Chair,Technology,2701.39,238.78,14,0.32
274,2023-10-01,1219,Ayesha Noor,South,Corporate,Mobile,Furniture,3110.54,-180.92,1,0.13
275,2023-10-02,1157,Michael Lee,South,Corporate,Tablet,Technology,3419.33,1271.12,4,0.47
276,2023-10-03,1045,Ayesha Noor,North,Corporate,Mobile,Furniture,3350.32,-479.98,8,0.08
277,2023-10-04,1005,Michael Lee,East,Corporate,Headphones,Office Supplies,2579.31,1264.82,10,0.48
278,2023-10-05,1098,John Smith,West,Corporate,Laptop,Office Supplies,2172.38,643.36,5,0.01
279,2023-10-06,1232,Ali Khan,West,Corporate,Headphones,Technology,316.22,163.32,13,0.24
280,2023-10-07,1036,Fatima Zahra,East,Corporate,Headphones,Furniture,159.32,946.11,9,0.17
281,2023-10-08,1279,John Smith,West,Corporate,Laptop,Furniture,1821.91,515.5,11,0.22
282,2023-10-09,1180,John Smith,North,Consumer,Tablet,Technology,1701.62,498.22,11,0.29
283,2023-10-10,1094,Sara Ahmed,West,Home Office,Chair,Furniture,1969.09,-279.72,6,0.22
284,2023-10-11,1098,Sara Ahmed,South,Corporate,Headphones,Technology,734.92,279.03,1,0.21
285,2023-10-12,1187,Sara Ahmed,East,Corporate,Chair,Furniture,3703.93,-17.87,6,0.37
286,2023-10-13,1115,Fatima Zahra,North,Home Office,Headphones,Technology,4291.97,-468.61,6,0.34
287,2023-10-14,1190,Sara Ahmed,East,Consumer,Printer,Furniture,4696.64,220.2,13,0.42
288,2023-10-15,1252,Michael Lee,North,Home Office,Laptop,Technology,2487.19,-320.36,6,0.12
289,2023-10-16,1160,Ayesha Noor,South,Home Office,Headphones,Furniture,3519.29,13.66,8,0.3
290,2023-10-17,1255,Ali Khan,East,Corporate,Printer,Office Supplies,4284.98,-314.97,6,0.29
291,2023-10-18,1127,John Smith,West,Home Office,Desk,Furniture,2120.54,-298.12,5,0.18
292,2023-10-19,1017,Michael Lee,North,Home Office,Printer,Technology,1581.59,-101.98,11,0.24
293,2023-10-20,1280,Ali Khan,East,Corporate,Mobile,Office Supplies,4686.79,1499.7,2,0.16
294,2023-10-21,1222,Michael Lee,West,Corporate,Headphones,Furniture,2602.6,-495.63,4,0.07
295,2023-10-22,1053,Michael Lee,East,Corporate,Printer,Office Supplies,2511.41,777.35,14,0.11
296,2023-10-23,1057,John Smith,East,Corporate,Chair,Furniture,933.16,-217.51,10,0.05
297,2023-10-24,1173,Ayesha Noor,East,Home Office,Desk,Office Supplies,585.37,1341.26,5,0.34
298,2023-10-25,1279,Sara Ahmed,North,Home Office,Tablet,Technology,4218.43,-312.73,10,0.33
299,2023-10-26,1113,Fatima Zahra,West,Consumer,Headphones,Furniture,3089.96,1410.13,4,0.48
300,2023-10-27,1287,Ayesha Noor,South,Consumer,Mobile,Furniture,1662.83,721.85,2,0.36
301,2023-10-28,1150,Fatima Zahra,North,Home Office,Tablet,Technology,999.09,-497.46,7,0.03
302,2023-10-29,1126,John Smith,North,Consumer,Printer,Office Supplies,2799.71,1288.01,10,0.44
303,2023-10-30,1154,John Smith,North,Home Office,Tablet,Technology,2940.4,543.42,10,0.43
304,2023-10-31,1272,John Smith,South,Consumer,Tablet,Technology,1074.62,25.34,2,0.22
305,2023-11-01,1103,Ali Khan,West,Corporate,Desk,Office Supplies,4264.46,1034.56,1,0.29
306,2023-11-02,1298,Fatima Zahra,West,Consumer,Tablet,Technology,467.11,1353.33,14,0.49
307,2023-11-03,1245,Ayesha Noor,West,Corporate,Tablet,Furniture,1812.66,467.38,5,0.27
308,2023-11-04,1175,Ayesha Noor,East,Corporate,Headphones,Furniture,3417.9,131.11,12,0.45
309,2023-11-05,1038,Michael Lee,East,Corporate,Desk,Furniture,1406.9,1077.89,13,0.04
310,2023-11-06,1169,Michael Lee,East,Corporate,Mobile,Technology,4146.99,863.57,1,0.1
311,2023-11-07,1246,Michael Lee,South,Consumer,Printer,Furniture,3712.35,1277.5,1,0.22
312,2023-11-08,1025,John Smith,East,Home Office,Desk,Furniture,3955.66,885.03,1,0.29
313,2023-11-09,1012,Ayesha Noor,South,Corporate,Desk,Furniture,639.58,-12.94,6,0.41
314,2023-11-10,1035,Fatima Zahra,West,Consumer,Laptop,Furniture,745.71,1363.32,9,0.49
315,2023-11-11,1172,John Smith,East,Corporate,Desk,Furniture,1468.05,-290.33,10,0.19
316,2023-11-12,1019,Ali Khan,East,Consumer,Laptop,Furniture,2614.48,35.89,13,0.02
317,2023-11-13,1263,Michael Lee,North,Consumer,Printer,Technology,3752.68,540.39,11,0.4
318,2023-11-14,1141,John Smith,South,Consumer,Tablet,Furniture,4190.83,631.48,12,0.3
319,2023-11-15,1142,John Smith,West,Home Office,Headphones,Furniture,3536.46,-469.38,1,0.1
320,2023-11-16,1091,Ali Khan,North,Consumer,Headphones,Office Supplies,4646.55,1061.15,5,0.25
321,2023-11-17,1287,Sara Ahmed,North,Consumer,Printer,Technology,3706.78,223.21,9,0.37
322,2023-11-18,1214,Ayesha Noor,West,Home Office,Printer,Technology,1566.03,312.84,14,0.39
323,2023-11-19,1050,Fatima Zahra,North,Home Office,Chair,Technology,1362.15,1118.74,9,0.25
324,2023-11-20,1152,Sara Ahmed,South,Consumer,Tablet,Technology,3496.15,258.57,1,0.15
325,2023-11-21,1185,Michael Lee,South,Home Office,Printer,Furniture,1004.71,-405.55,8,0.49
326,2023-11-22,1062,John Smith,East,Corporate,Desk,Furniture,508.94,-147.12,1,0.33
327,2023-11-23,1189,Ali Khan,North,Corporate,Headphones,Office Supplies,2684.5,1411.81,8,0.2
328,2023-11-24,1124,Ali Khan,East,Home Office,Mobile,Office Supplies,4117.13,-359.19,1,0.14
329,2023-11-25,1149,Ayesha Noor,North,Home Office,Headphones,Technology,551.83,209.86,12,0.37
330,2023-11-26,1057,Sara Ahmed,South,Consumer,Laptop,Office Supplies,3969.86,506.36,5,0.12
331,2023-11-27,1179,Ayesha Noor,South,Home Office,Headphones,Office Supplies,4067.28,486.56,8,0.09
332,2023-11-28,1169,John Smith,South,Consumer,Chair,Technology,2437.26,-492.08,6,0.26
333,2023-11-29,1270,Ayesha Noor,North,Corporate,Tablet,Technology,333.69,502.33,9,0.14
334,2023-11-30,1053,Fatima Zahra,South,Home Office,Printer,Office Supplies,914.22,267.54,1,0.31
335,2023-12-01,1100,Ali Khan,North,Consumer,Tablet,Furniture,3551.76,1444.16,9,0.06
336,2023-12-02,1263,Ali Khan,East,Consumer,Printer,Office Supplies,3573.3,-181.68,1,0.33
337,2023-12-03,1052,Michael Lee,North,Corporate,Headphones,Office Supplies,4496.86,208.31,10,0.14
338,2023-12-04,1059,Michael Lee,East,Home Office,Mobile,Furniture,2934.3,338.96,10,0.0
339,2023-12-05,1107,John Smith,North,Corporate,Mobile,Furniture,664.33,281.39,3,0.06
340,2023-12-06,1004,Fatima Zahra,East,Consumer,Chair,Technology,651.0,831.66,1,0.47
341,2023-12-07,1102,Sara Ahmed,South,Consumer,Laptop,Technology,3619.61,-68.97,3,0.43
342,2023-12-08,1195,Ayesha Noor,East,Home Office,Headphones,Office Supplies,959.73,-57.86,12,0.12
343,2023-12-09,1261,John Smith,South,Consumer,Printer,Furniture,1675.51,958.42,11,0.39
344,2023-12-10,1046,Michael Lee,South,Home Office,Headphones,Technology,2461.7,500.58,13,0.3
345,2023-12-11,1143,Ayesha Noor,East,Corporate,Chair,Office Supplies,172.59,330.31,2,0.49
346,2023-12-12,1268,Michael Lee,North,Home Office,Desk,Furniture,1281.65,-161.59,2,0.19
347,2023-12-13,1123,Ayesha Noor,North,Home Office,Desk,Office Supplies,2069.05,-124.95,9,0.34
348,2023-12-14,1105,Sara Ahmed,West,Consumer,Chair,Technology,1434.2,-478.9,8,0.03
349,2023-12-15,1157,John Smith,North,Consumer,Printer,Technology,725.03,-317.15,1,0.2
350,2023-12-16,1146,Ayesha Noor,West,Home Office,Tablet,Furniture,3653.66,613.68,12,0.48
351,2023-12-17,1144,Fatima Zahra,North,Consumer,Chair,Office Supplies,4075.08,1283.75,14,0.27
352,2023-12-18,1119,Ali Khan,North,Consumer,Printer,Furniture,1324.52,74.33,4,0.14
353,2023-12-19,1274,Fatima Zahra,South,Consumer,Mobile,Technology,3883.38,155.49,13,0.06
354,2023-12-20,1091,Fatima Zahra,West,Home Office,Chair,Technology,1958.49,-268.79,1,0.35
355,2023-12-21,1057,Ali Khan,North,Consumer,Printer,Office Supplies,2558.09,277.26,1,0.32
356,2023-12-22,1228,Fatima Zahra,West,Home Office,Chair,Office Supplies,4287.21,-425.56,12,0.19
357,2023-12-23,1116,Ayesha Noor,South,Consumer,Chair,Office Supplies,3762.27,1335.2,12,0.48
358,2023-12-24,1278,Ayesha Noor,South,Corporate,Tablet,Furniture,4035.33,846.22,4,0.01
359,2023-12-25,1126,Ayesha Noor,West,Consumer,Tablet,Office Supplies,727.38,1481.5,2,0.15
360,2023-12-26,1128,Ali Khan,South,Consumer,Printer,Office Supplies,395.11,1265.65,3,0.46
361,2023-12-27,1057,Fatima Zahra,East,Home Office,Printer,Technology,4472.35,445.98,11,0.16
362,2023-12-28,1121,Ali Khan,East,Home Office,Laptop,Technology,1969.78,539.37,9,0.13
363,2023-12-29,1000,Ayesha Noor,South,Consumer,Chair,Office Supplies,1475.0,-118.85,2,0.27
364,2023-12-30,1238,Fatima Zahra,East,Corporate,Desk,Office Supplies,3637.25,424.08,4,0.41
365,2023-12-31,1289,Fatima Zahra,North,Consumer,Chair,Technology,4190.26,1306.06,1,0.05
366,2024-01-01,1095,Michael Lee,West,Consumer,Chair,Office Supplies,4319.32,-398.29,2,0.47
367,2024-01-02,1125,Michael Lee,North,Corporate,Printer,Furniture,1614.19,1227.11,5,0.4
368,2024-01-03,1117,Sara Ahmed,West,Home Office,Chair,Furniture,4268.45,181.9,14,0.09
369,2024-01-04,1047,John Smith,South,Consumer,Headphones,Furniture,252.62,1299.03,10,0.36
370,2024-01-05,1088,Michael Lee,North,Home Office,Chair,Office Supplies,295.82,1381.76,1,0.19
371,2024-01-06,1236,Ali Khan,South,Home Office,Headphones,Technology,3136.42,841.73,11,0.2
372,2024-01-07,1271,Michael Lee,South,Corporate,Tablet,Office Supplies,362.38,828.85,7,0.39
373,2024-01-08,1188,Sara Ahmed,West,Corporate,Desk,Office Supplies,1656.82,405.51,4,0.48
374,2024-01-09,1191,Fatima Zahra,West,Home Office,Printer,Technology,3380.14,1171.08,6,0.06
375,2024-01-10,1068,Sara Ahmed,West,Consumer,Chair,Technology,1719.47,1423.23,8,0.21
376,2024-01-11,1277,Fatima Zahra,North,Home Office,Headphones,Technology,939.02,1050.16,13,0.24
377,2024-01-12,1246,Fatima Zahra,East,Consumer,Headphones,Furniture,1442.69,743.87,6,0.19
378,2024-01-13,1075,John Smith,West,Consumer,Tablet,Office Supplies,2315.0,713.59,14,0.18
379,2024-01-14,1153,Michael Lee,West,Corporate,Headphones,Technology,2403.16,1198.94,2,0.03
380,2024-01-15,1143,Ali Khan,North,Consumer,Mobile,Office Supplies,3925.85,582.41,1,0.34
381,2024-01-16,1085,Ali Khan,West,Consumer,Laptop,Furniture,3763.26,1107.72,8,0.22
382,2024-01-17,1184,Ayesha Noor,North,Home Office,Desk,Furniture,2311.25,517.77,8,0.1
383,2024-01-18,1284,Fatima Zahra,South,Corporate,Tablet,Technology,4236.05,-375.11,9,0.41
384,2024-01-19,1219,Ali Khan,West,Consumer,Tablet,Technology,615.47,267.89,6,0.4
385,2024-01-20,1068,John Smith,West,Consumer,Chair,Office Supplies,1314.0,388.88,12,0.24
386,2024-01-21,1046,Fatima Zahra,South,Corporate,Mobile,Technology,4148.48,-216.77,1,0.15
387,2024-01-22,1093,John Smith,South,Home Office,Chair,Office Supplies,1921.07,-295.01,14,0.32
388,2024-01-23,1237,Ali Khan,South,Corporate,Chair,Technology,4906.85,570.93,9,0.14
389,2024-01-24,1203,Ali Khan,West,Corporate,Printer,Office Supplies,2357.95,-329.71,12,0.12
390,2024-01-25,1217,Ayesha Noor,East,Consumer,Printer,Office Supplies,3970.08,105.89,13,0.37
391,2024-01-26,1038,Ali Khan,East,Consumer,Printer,Office Supplies,2041.42,989.19,14,0.02
392,2024-01-27,1099,Fatima Zahra,East,Home Office,Mobile,Office Supplies,2153.52,1428.86,3,0.05
393,2024-01-28,1288,Fatima Zahra,West,Consumer,Chair,Furniture,1945.27,935.74,11,0.0
394,2024-01-29,1253,Fatima Zahra,South,Consumer,Laptop,Office Supplies,3609.42,1485.25,6,0.08
395,2024-01-30,1221,Ayesha Noor,West,Corporate,Desk,Technology,2760.21,896.68,10,0.03
396,2024-01-31,1022,Ayesha Noor,South,Consumer,Printer,Furniture,4721.7,87.59,13,0.5
397,2024-02-01,1249,Ali Khan,West,Home Office,Printer,Furniture,1291.91,844.11,10,0.14
398,2024-02-02,1009,Sara Ahmed,West,Corporate,Tablet,Office Supplies,547.79,904.31,11,0.07
399,2024-02-03,1245,Sara Ahmed,South,Home Office,Chair,Furniture,1996.64,243.45,12,0.12
400,2024-02-04,1099,Ayesha Noor,East,Corporate,Chair,Office Supplies,3102.73,-464.57,14,0.47
401,2024-02-05,1289,Ali Khan,South,Consumer,Mobile,Technology,4310.95,906.4,9,0.26
402,2024-02-06,1179,Sara Ahmed,North,Corporate,Mobile,Office Supplies,1763.67,-456.6,11,0.18
403,2024-02-07,1222,Ali Khan,North,Corporate,Printer,Furniture,3286.24,762.38,13,0.44
404,2024-02-08,1249,Ali Khan,South,Consumer,Chair,Technology,1783.48,-172.77,3,0.2
405,2024-02-09,1146,Ali Khan,West,Consumer,Laptop,Office Supplies,3105.24,631.21,5,0.17
406,2024-02-10,1095,Michael Lee,North,Home Office,Desk,Technology,4429.8,507.83,13,0.1
407,2024-02-11,1256,Fatima Zahra,North,Home Office,Chair,Technology,1195.22,-472.97,14,0.19
408,2024-02-12,1003,Ali Khan,West,Consumer,Tablet,Furniture,2051.0,225.73,5,0.16
409,2024-02-13,1015,Michael Lee,West,Consumer,Chair,Technology,4966.66,702.18,10,0.34
410,2024-02-14,1279,Ayesha Noor,East,Consumer,Headphones,Furniture,4349.36,1197.21,7,0.14
411,2024-02-15,1246,Sara Ahmed,West,Corporate,Mobile,Technology,2844.97,1277.28,4,0.29
412,2024-02-16,1257,Fatima Zahra,South,Corporate,Tablet,Office Supplies,2607.31,467.7,11,0.03
413,2024-02-17,1159,Sara Ahmed,South,Corporate,Desk,Technology,1458.77,956.84,4,0.1
414,2024-02-18,1151,Fatima Zahra,East,Consumer,Printer,Office Supplies,2610.19,132.91,7,0.2
415,2024-02-19,1177,Sara Ahmed,North,Home Office,Tablet,Office Supplies,4248.5,184.37,9,0.47
416,2024-02-20,1162,Fatima Zahra,North,Consumer,Chair,Technology,3441.61,-111.07,11,0.19
417,2024-02-21,1032,Sara Ahmed,West,Corporate,Printer,Office Supplies,1485.72,623.9,4,0.33
418,2024-02-22,1178,Sara Ahmed,South,Corporate,Chair,Technology,1047.25,129.13,4,0.13
419,2024-02-23,1100,Sara Ahmed,North,Consumer,Printer,Technology,1362.78,-331.26,6,0.06
420,2024-02-24,1267,Sara Ahmed,East,Consumer,Desk,Office Supplies,890.31,870.01,6,0.03
421,2024-02-25,1064,Ayesha Noor,East,Corporate,Mobile,Office Supplies,523.42,915.51,7,0.15
422,2024-02-26,1167,Ali Khan,South,Corporate,Desk,Furniture,2124.72,219.98,1,0.08
423,2024-02-27,1042,John Smith,East,Corporate,Headphones,Office Supplies,610.83,-346.55,13,0.09
424,2024-02-28,1043,Michael Lee,East,Consumer,Laptop,Furniture,900.97,352.6,11,0.38
425,2024-02-29,1284,John Smith,South,Corporate,Mobile,Office Supplies,2759.26,384.67,14,0.01
426,2024-03-01,1011,John Smith,West,Corporate,Desk,Technology,864.77,837.34,3,0.28
427,2024-03-02,1094,Fatima Zahra,West,Home Office,Headphones,Office Supplies,366.2,130.83,9,0.19
428,2024-03-03,1252,Ali Khan,East,Consumer,Laptop,Technology,1621.07,865.2,6,0.25
429,2024-03-04,1241,Fatima Zahra,West,Home Office,Headphones,Technology,1140.58,1242.98,6,0.28
430,2024-03-05,1034,Ali Khan,West,Home Office,Chair,Technology,2600.76,-25.03,5,0.16
431,2024-03-06,1214,Ali Khan,East,Corporate,Chair,Furniture,556.72,1457.84,11,0.15
432,2024-03-07,1089,Sara Ahmed,West,Consumer,Printer,Office Supplies,3771.27,272.74,3,0.37
433,2024-03-08,1263,Ayesha Noor,East,Corporate,Mobile,Technology,4535.86,34.52,11,0.44
434,2024-03-09,1092,Sara Ahmed,North,Consumer,Chair,Technology,3730.0,343.02,5,0.1
435,2024-03-10,1089,Ayesha Noor,South,Home Office,Tablet,Furniture,2687.49,-311.21,14,0.05
436,2024-03-11,1114,Fatima Zahra,South,Consumer,Headphones,Office Supplies,4310.31,-248.59,1,0.45
437,2024-03-12,1104,Ayesha Noor,West,Corporate,Mobile,Office Supplies,3489.85,328.87,3,0.17
438,2024-03-13,1195,Fatima Zahra,West,Corporate,Tablet,Furniture,102.23,1024.89,4,0.28
439,2024-03-14,1113,John Smith,West,Corporate,Chair,Furniture,2000.75,1300.62,5,0.18
440,2024-03-15,1074,John Smith,South,Consumer,Printer,Office Supplies,4262.21,829.64,10,0.06
441,2024-03-16,1216,Ayesha Noor,North,Home Office,Desk,Furniture,1762.0,-289.56,9,0.29
442,2024-03-17,1276,Ayesha Noor,North,Home Office,Printer,Office Supplies,224.32,844.04,4,0.26
443,2024-03-18,1248,Fatima Zahra,South,Consumer,Tablet,Office Supplies,3743.59,770.86,3,0.1
444,2024-03-19,1163,Sara Ahmed,North,Corporate,Laptop,Technology,4020.09,1111.53,10,0.23
445,2024-03-20,1191,Fatima Zahra,South,Home Office,Chair,Technology,844.94,1150.5,1,0.4
446,2024-03-21,1226,Sara Ahmed,North,Corporate,Tablet,Office Supplies,2709.84,1236.41,13,0.3
447,2024-03-22,1176,John Smith,East,Consumer,Laptop,Office Supplies,1000.18,328.26,10,0.05
448,2024-03-23,1098,Ali Khan,East,Corporate,Laptop,Office Supplies,3610.21,895.73,6,0.27
449,2024-03-24,1035,Ayesha Noor,South,Home Office,Headphones,Office Supplies,1394.17,36.5,7,0.35
450,2024-03-25,1095,Sara Ahmed,North,Home Office,Mobile,Office Supplies,1615.26,1498.67,10,0.4
451,2024-03-26,1151,Fatima Zahra,West,Corporate,Headphones,Office Supplies,4232.61,-149.33,8,0.31
452,2024-03-27,1150,John Smith,North,Consumer,Chair,Furniture,2407.8,-479.77,12,0.08
453,2024-03-28,1189,Sara Ahmed,East,Corporate,Laptop,Office Supplies,3365.28,-202.38,1,0.36
454,2024-03-29,1223,Fatima Zahra,East,Consumer,Tablet,Furniture,2041.75,1051.74,12,0.34
455,2024-03-30,1036,Ayesha Noor,North,Corporate,Desk,Furniture,1525.13,393.57,4,0.01
456,2024-03-31,1267,Ayesha Noor,North,Home Office,Laptop,Office Supplies,3146.12,395.0,11,0.21
457,2024-04-01,1182,Michael Lee,West,Consumer,Tablet,Office Supplies,816.54,1410.05,5,0.17
458,2024-04-02,1012,Ali Khan,West,Consumer,Desk,Furniture,1896.35,1339.27,2,0.33
459,2024-04-03,1278,Michael Lee,North,Consumer,Headphones,Furniture,1084.73,122.39,1,0.11
460,2024-04-04,1216,John Smith,North,Home Office,Headphones,Office Supplies,3494.19,-81.88,8,0.3
461,2024-04-05,1285,Sara Ahmed,North,Corporate,Mobile,Office Supplies,4723.83,1196.96,6,0.46
462,2024-04-06,1272,John Smith,North,Home Office,Tablet,Furniture,4977.78,1312.04,5,0.4
463,2024-04-07,1061,Fatima Zahra,South,Consumer,Laptop,Furniture,2278.87,583.19,13,0.46
464,2024-04-08,1083,Ayesha Noor,North,Corporate,Printer,Furniture,1300.03,758.85,9,0.49
465,2024-04-09,1216,Michael Lee,West,Home Office,Headphones,Technology,2242.01,13.83,13,0.01
466,2024-04-10,1186,Michael Lee,East,Consumer,Headphones,Furniture,4243.98,1101.61,11,0.31
467,2024-04-11,1018,Michael Lee,South,Consumer,Mobile,Technology,1069.73,764.24,13,0.21
468,2024-04-12,1176,John Smith,North,Home Office,Desk,Office Supplies,4762.87,507.03,11,0.43
469,2024-04-13,1099,Ayesha Noor,East,Home Office,Mobile,Office Supplies,1742.24,-379.78,2,0.13
470,2024-04-14,1232,Sara Ahmed,South,Home Office,Laptop,Furniture,4929.73,1331.87,10,0.49
471,2024-04-15,1075,Fatima Zahra,East,Consumer,Tablet,Office Supplies,4201.11,730.9,12,0.31
472,2024-04-16,1264,Sara Ahmed,North,Home Office,Chair,Office Supplies,4052.42,-114.62,8,0.4
473,2024-04-17,1283,John Smith,North,Consumer,Chair,Office Supplies,1623.63,712.77,11,0.04
474,2024-04-18,1205,Fatima Zahra,West,Home Office,Tablet,Office Supplies,93.45,854.93,14,0.09
475,2024-04-19,1222,Michael Lee,North,Consumer,Desk,Technology,1941.56,551.54,10,0.38
476,2024-04-20,1051,Ali Khan,North,Consumer,Headphones,Technology,1543.96,936.2,13,0.01
477,2024-04-21,1143,John Smith,South,Corporate,Desk,Furniture,235.12,662.91,9,0.41
478,2024-04-22,1068,John Smith,West,Home Office,Headphones,Furniture,2551.56,1395.54,1,0.01
479,2024-04-23,1098,Ayesha Noor,South,Home Office,Headphones,Furniture,2045.0,-392.61,7,0.33
480,2024-04-24,1024,Sara Ahmed,East,Consumer,Chair,Office Supplies,3191.05,-287.51,8,0.18
481,2024-04-25,1052,John Smith,North,Consumer,Desk,Office Supplies,3124.87,-152.66,3,0.31
482,2024-04-26,1150,John Smith,East,Consumer,Mobile,Technology,647.7,880.34,14,0.35
483,2024-04-27,1143,Michael Lee,South,Corporate,Headphones,Technology,4885.98,791.19,4,0.17
484,2024-04-28,1056,Michael Lee,North,Corporate,Printer,Furniture,975.31,1284.12,13,0.05
485,2024-04-29,1038,Fatima Zahra,North,Consumer,Printer,Technology,2254.11,965.75,3,0.03
486,2024-04-30,1108,Ali Khan,South,Home Office,Mobile,Technology,2466.18,516.71,7,0.29
487,2024-05-01,1180,Ayesha Noor,South,Home Office,Printer,Technology,4074.66,1483.66,9,0.26
488,2024-05-02,1041,Ali Khan,South,Corporate,Laptop,Technology,541.19,32.22,3,0.37
489,2024-05-03,1185,Fatima Zahra,South,Corporate,Headphones,Technology,2171.79,1166.38,13,0.25
490,2024-05-04,1222,Michael Lee,South,Consumer,Mobile,Furniture,3161.09,353.58,6,0.21
491,2024-05-05,1121,Sara Ahmed,North,Home Office,Desk,Furniture,1115.02,797.47,8,0.2
492,2024-05-06,1132,Michael Lee,South,Consumer,Headphones,Technology,3155.97,954.54,6,0.01
493,2024-05-07,1162,Ayesha Noor,North,Corporate,Mobile,Furniture,4622.14,767.51,2,0.17
494,2024-05-08,1214,Michael Lee,North,Home Office,Chair,Office Supplies,4987.71,-218.99,13,0.49
495,2024-05-09,1220,Ayesha Noor,South,Home Office,Desk,Technology,210.63,385.9,7,0.44
496,2024-05-10,1234,Ayesha Noor,South,Corporate,Chair,Office Supplies,1216.16,622.88,2,0.16
497,2024-05-11,1145,Ayesha Noor,West,Consumer,Headphones,Furniture,1586.02,1198.09,2,0.29
498,2024-05-12,1238,Fatima Zahra,North,Consumer,Desk,Furniture,2025.67,387.29,2,0.42
499,2024-05-13,1075,Ayesha Noor,South,Home Office,Printer,Office Supplies,1249.17,1337.49,11,0.22
500,2024-05-14,1008,Ayesha Noor,South,Corporate,Mobile,Furniture,1057.27,380.75,1,0.01
501,2024-05-15,1073,Sara Ahmed,South,Home Office,Headphones,Technology,4775.04,597.56,14,0.04
502,2024-05-16,1252,Ali Khan,West,Corporate,Laptop,Office Supplies,4596.68,1092.57,11,0.26
503,2024-05-17,1229,John Smith,West,Consumer,Desk,Technology,282.61,666.14,1,0.48
504,2024-05-18,1006,Ali Khan,East,Corporate,Desk,Office Supplies,1727.12,1420.44,14,0.35
505,2024-05-19,1173,Ayesha Noor,North,Consumer,Tablet,Furniture,2055.49,820.67,7,0.04
506,2024-05-20,1140,Sara Ahmed,East,Corporate,Headphones,Office Supplies,1233.12,545.42,13,0.09
507,2024-05-21,1167,Michael Lee,South,Home Office,Headphones,Office Supplies,3162.92,-452.82,14,0.39
508,2024-05-22,1169,Sara Ahmed,West,Consumer,Chair,Technology,3219.88,327.47,14,0.42
509,2024-05-23,1282,Ayesha Noor,West,Home Office,Tablet,Furniture,4260.0,98.5,14,0.31
510,2024-05-24,1121,Sara Ahmed,East,Home Office,Printer,Technology,3717.3,996.21,12,0.32
511,2024-05-25,1193,Sara Ahmed,West,Consumer,Chair,Furniture,2735.74,-83.44,5,0.01
512,2024-05-26,1004,Ayesha Noor,South,Consumer,Tablet,Technology,3285.25,-89.56,11,0.41
513,2024-05-27,1028,Fatima Zahra,West,Home Office,Chair,Office Supplies,1406.24,-120.96,3,0.39
514,2024-05-28,1164,Sara Ahmed,East,Home Office,Printer,Technology,2985.63,-248.77,1,0.13
515,2024-05-29,1135,John Smith,South,Home Office,Tablet,Furniture,2471.67,122.01,11,0.35
516,2024-05-30,1144,John Smith,East,Home Office,Tablet,Furniture,710.06,1271.84,10,0.11
517,2024-05-31,1216,Sara Ahmed,West,Consumer,Laptop,Office Supplies,1250.59,1049.86,6,0.02
518,2024-06-01,1131,Fatima Zahra,East,Consumer,Chair,Furniture,1493.88,970.5,11,0.1
519,2024-06-02,1291,Michael Lee,East,Home Office,Chair,Technology,4625.33,1094.67,1,0.09
520,2024-06-03,1069,Ayesha Noor,North,Corporate,Desk,Office Supplies,1190.41,38.84,9,0.17
521,2024-06-04,1251,John Smith,West,Corporate,Printer,Furniture,1481.76,1274.88,2,0.21
522,2024-06-05,1274,Michael Lee,West,Consumer,Mobile,Furniture,1878.3,-225.39,1,0.25
523,2024-06-06,1181,Sara Ahmed,East,Home Office,Laptop,Technology,3335.53,172.69,12,0.24
524,2024-06-07,1166,Michael Lee,North,Home Office,Tablet,Technology,635.28,673.5,7,0.14
525,2024-06-08,1090,Ali Khan,West,Consumer,Tablet,Office Supplies,4772.03,-294.19,6,0.01
526,2024-06-09,1201,John Smith,South,Corporate,Tablet,Furniture,4334.58,960.26,6,0.3
527,2024-06-10,1018,Sara Ahmed,East,Corporate,Laptop,Technology,2907.22,274.49,14,0.2
528,2024-06-11,1038,Ayesha Noor,West,Corporate,Tablet,Office Supplies,3386.49,1068.81,5,0.15
529,2024-06-12,1125,Fatima Zahra,South,Consumer,Tablet,Furniture,132.47,485.79,11,0.43
530,2024-06-13,1172,Sara Ahmed,West,Corporate,Printer,Furniture,1727.78,-138.25,4,0.37
531,2024-06-14,1140,Ayesha Noor,South,Consumer,Headphones,Office Supplies,3988.52,969.52,11,0.43
532,2024-06-15,1241,Fatima Zahra,East,Consumer,Headphones,Office Supplies,433.54,4.29,4,0.25
533,2024-06-16,1219,Fatima Zahra,West,Home Office,Desk,Technology,1447.45,481.62,3,0.07
534,2024-06-17,1125,Sara Ahmed,West,Corporate,Desk,Furniture,2947.22,-348.93,10,0.35
535,2024-06-18,1057,Michael Lee,North,Consumer,Tablet,Furniture,1319.24,735.73,8,0.1
